,Open,High,Low,Close,Adj Close,Volume
2020-01-01,359.95795393736495,363.5318727771001,356.1939831868588,360.68462258410636,360.68462258410636,32913611
2020-01-02,355.21561726514875,360.9771950162783,353.97592326099345,356.319944224548,356.319944224548,85590383
2020-01-03,357.61558782821544,359.13947477144984,349.39525092305354,356.532334355706,356.532334355706,44098323
2020-01-04,358.0836458978384,360.0100115342233,350.9005378571744,358.0347727534707,358.0347727534707,77111654
2020-01-05,346.3453497566509,351.2526747542618,344.7117243908026,346.83157319730446,346.83157319730446,64896311
2020-01-06,345.49175860433706,348.6559974984761,341.56953621495114,345.09914001214526,345.09914001214526,84566725
2020-01-07,359.75148403499367,364.89058855004953,351.4042644843257,359.66691249851243,359.66691249851243,27586567
2020-01-08,360.3390168535352,362.27531591547523,356.4671906393992,358.9441810356283,358.9441810356283,82664136
2020-01-09,358.47727288146206,360.265071762683,353.7934132344949,357.35351135336674,357.35351135336674,51696716
2020-01-10,358.8696708310895,362.1494760000856,352.51973271236653,357.1463139824258,357.1463139824258,55571728
2020-01-11,349.63429237572495,351.9343291224789,346.0628428796727,348.27130110126967,348.27130110126967,90618036
2020-01-12,345.98363657783773,356.53238401602954,345.01705883332505,346.7939363721846,346.7939363721846,30296722
2020-01-13,354.5925846133669,359.42237848172994,353.85463892065917,356.1343640656797,356.1343640656797,51674942
2020-01-14,358.9818479205375,364.8188838786808,357.00249682737183,359.36617134345374,359.36617134345374,27559816
2020-01-15,362.6263348207301,366.9987197478675,361.0799049459087,363.2269502391496,363.2269502391496,27842415
2020-01-16,361.10872748288483,366.21469589289194,350.72635037767395,359.9501375856798,359.9501375856798,62163734
2020-01-17,357.39760298441155,360.38745763754923,351.04720191893983,355.4442615494876,355.4442615494876,85424901
2020-01-18,349.88381679058097,352.71644454610845,339.9877758415484,349.13442302750417,349.13442302750417,93312856
2020-01-19,347.10427679787495,351.8121213984645,344.42161464837363,347.25244573894787,347.25244573894787,47955019
2020-01-20,339.1014290032277,343.7161218656991,333.0749363441348,338.24295018873806,338.24295018873806,26456695
2020-01-21,340.4241913617016,343.1983113836986,336.6066830819667,341.09335358354696,341.09335358354696,62551337
2020-01-22,356.40175073687686,362.46847138075276,352.805513257852,357.1613819720975,357.1613819720975,48096730
2020-01-23,360.9601329181399,365.9696363574913,356.18575651679026,361.0661672759919,361.0661672759919,71565588
2020-01-24,365.6538280509567,367.65083557944286,354.47748474830485,364.92094554733717,364.92094554733717,95484645
2020-01-25,368.3027300919819,373.6242245755027,362.50289368818875,369.2646155573027,369.2646155573027,56543950
