,Open,High,Low,Close,Adj Close,Volume
2020-01-01,209.92746030330554,214.57589551244294,206.3008998649929,209.94756886674085,209.94756886674085,73974305
2020-01-02,204.95944897797187,206.63637253497993,201.33795404712097,205.15710022546267,205.15710022546267,88091205
2020-01-03,205.72145730011655,207.98126675421182,203.19671010901249,206.01735446355258,206.01735446355258,26197537
2020-01-04,202.6297326900865,205.1796844722946,201.16628186702383,202.6602561097258,202.6602561097258,68549249
2020-01-05,202.97659344027363,204.19543116738902,199.11246814942814,202.95303140343003,202.95303140343003,36202099
2020-01-06,197.2412994319893,200.75023615381616,194.43886489620314,196.6502231720694,196.6502231720694,94635788
2020-01-07,199.65849283237864,200.6069539368968,197.4439604407391,199.04879931385955,199.04879931385955,92595183
2020-01-08,199.01662068332683,202.5574582820917,197.3065921987709,199.464805121612,199.464805121612,47872794
2020-01-09,192.14947654837135,196.3676019717317,186.31907547202482,192.79913949615573,192.79913949615573,22159233
2020-01-10,178.12869560046937,180.38186875453553,173.162427479393,178.10297422153616,178.10297422153616,60109399
2020-01-11,174.77948705063994,176.67182186552057,172.14272234814138,175.3218484359844,175.3218484359844,75500516
2020-01-12,181.03792212396746,183.11638846784862,179.90024686753253,180.99622365067046,180.99622365067046,32158564
2020-01-13,185.36222187024615,190.16812219347636,184.4163217412398,186.20191871009476,186.20191871009476,72503384
2020-01-14,192.1951764719967,194.4711176176985,190.28234888369568,192.4646895050222,192.4646895050222,94676792
2020-01-15,194.08781231142288,196.84219734589323,192.44659997841367,194.84251096077398,194.84251096077398,39721795
2020-01-16,197.02178640380848,200.80820488653333,194.08612404000542,197.1172060613391,197.1172060613391,35841857
2020-01-17,198.8561323553624,201.13859160671785,198.2269568639782,199.34054320375415,199.34054320375415,93602708
2020-01-18,198.0805057716904,200.93846008810328,194.16491022854203,198.1316492715147,198.1316492715147,59713670
2020-01-19,189.93179659035488,193.10015818555638,188.20119531894628,189.69904769589766,189.69904769589766,38301790
2020-01-20,190.11125899204757,192.35470999900414,189.5317347827453,190.66972826349166,190.66972826349166,84966484
