,Open,High,Low,Close,Adj Close,Volume
2020-01-01,147.62667990222576,150.2437317700932,145.71430230993906,148.5520498921114,148.5520498921114,37989670
2020-01-02,144.77962420269475,148.9999810205063,142.8261583812723,146.0331994766969,146.0331994766969,32524583
2020-01-03,143.54486132681993,145.27337545630158,138.77162079907745,143.02359746281857,143.02359746281857,44458872
2020-01-06,152.46288906447325,155.05841933610623,147.1657092460235,151.49370522406974,151.49370522406974,53140841
2020-01-07,150.48775258924925,153.01755603221105,147.2286279124527,149.7279231547781,149.7279231547781,45550790
2020-01-08,146.32212038743728,150.21763811168063,143.72233247549286,146.74689119794888,146.74689119794888,66150442
2020-01-09,141.13230704588938,143.88525744709645,138.74661530704836,140.47461299486022,140.47461299486022,57698316
2020-01-10,138.53918955382608,141.88695713383382,137.75368495905806,139.43928801322343,139.43928801322343,56294718
2020-01-13,140.193205709698,143.54545114946268,136.9828421549376,140.0621512541473,140.0621512541473,58652408
2020-01-14,142.50302452383644,143.90728456493028,137.8610845603002,141.20466830118946,141.20466830118946,42512321
2020-01-15,141.41065231242743,146.21406932108013,138.32223783055795,142.18482854008874,142.18482854008874,48086475
2020-01-16,138.63751809876126,142.05131392528048,136.13194167514993,139.20229403320516,139.20229403320516,47819398
2020-01-17,140.36106262594794,144.24401704162776,136.50234806947591,140.5891684362819,140.5891684362819,14414390
2020-01-20,136.47783371454938,138.34746125128703,134.2551078093883,136.04350728702826,136.04350728702826,39340046
2020-01-21,133.71373907172122,135.42429408640405,132.0708229060487,133.8664271644858,133.8664271644858,37967297
2020-01-22,140.20852240791083,141.13135161930907,137.24293240943982,138.90987284810475,138.90987284810475,45590167
2020-01-23,145.08721377143766,147.32003280546874,139.7771353315476,143.90792996118796,143.90792996118796,51869580
2020-01-24,144.6375150597501,145.3889425438053,141.08328832809485,143.3125468023095,143.3125468023095,70667748
2020-01-27,144.1278878870716,147.70903333992592,140.3804190262534,144.04499737018708,144.04499737018708,81236918
2020-01-28,138.50385452103933,140.17049221843334,136.767174642537,138.17075731075863,138.17075731075863,61516341
2020-01-29,138.96963611770977,140.8332280219628,136.08849280656474,138.83212914985512,138.83212914985512,65347445
2020-01-30,137.5966099595767,140.36328869580933,135.5872080215709,137.5443559037722,137.5443559037722,49414216
